Order_all,Family_all,Genus_all,Species_all,subspecies,species_geonet,sex_or_flower_type,breeding_system,autonomous_selfing_level (none/low/medium/high),compatibility,compatibility_genus,info_level,asexual_reproduction,asexual_reproduction_type,agamospermy/apomixis (yes/no/some_populations),parasitic (yes/no),flower_colour ,flower_morphology,flower_pollinator_morphology,flower_symmetry,corolla_diameter_mean_mm,corolla_diameter_min_mm,corolla_diameter_max_mm,corolla_length_mean_mm,corolla_length_min_mm,corolla_length_max_mm,tube_length_mm,life_form,lifespan,plant_height_min_m,plant_height_max_m,plant_height_mean_m,references,reference_journal,doi,doi,doi,doi,doi,type_of_proxy_seed _or_fruit,open_pollination_percentage,open_pollination_n,hand_poll_outcrossing_percentage,hand_poll_outcrossing_percentage_n,hand_poll_self_percentage,hand_poll_self_n,spontaneus_selfing_percentage,spontaneus_selfing_n,geitonogamy_percentage,geitonogamy_n,apomixis_percentage,apomixis_n,intramorph_percentage,intramorph_n,stamen_length_mm,stamen_length_min_mm,stamen_length_max_mm,style_length_mm,style_length_min_mm,style_length_max_mm,ovary_length_mm,ovary_min_mm,ovary_max_mm,stigma_length_mm,stigma_min_mm,stigma_max_mm,pistil_length_mm,pistil_min_mm,pistil_max_mm,inflorescence_form,inflorescence_arrangement,inflorescence_length_mm,inflorescence_width_mm,inflorescence_comment,pollen_anther_mean,pollen_anther_sd,pollen_anther_n,pollen_flower_mean,pollen_flower_min,pollen_flower_max,pollen_flower_sd,pollen_flower_n,pollen_ovule_ratio,pollen_ovule_ratio_sd,ovules_mean,ovules_sd,ovules_n,stamen_mean,anthers_exerted_yes_or_no,anthers_exerted_mm,pistil_mean,stigma_mean,stigma_exerted_yes_or_no,stigma_exerted_mm,flowers_inflorescences_min,flowers_inflorescences_max,flowers_inflorescences_mean,inflorescences_plant_min,inflorescences_plant_max,inflorescences_plant_mean,flower_plant_min,flower_plant_max,flower_plant_mean,flower_lifespan_days,flowering_time_days,nectar_yes_or_no,nectar_ul_day_mean,nectar_ul_day_sd,nectar_ul_day_n,total_nectar_ul_mean,total_nectar_ul_sd,total_nectar_ul_n,sugar_nectar_mg_mean,sugar_nectar_mg_sd,sugar_nectar_mg_n,sugar_concentration_mean,sugar_concentration_sd,sugar_concentration_n,fruit_type,fruit_colour,fruit_length_mm,fruit_width_mm,pollen_polar_length_um_mean,pollen_polar_length_um_min,pollen_polar_length_um_max,pollen_equatorial_length_mean_um ,pollen_equatorial_length_min_um,pollen_equatorial_length_max_um,pollen_polar_equatorial,mean_pollen_tube_growth_um_min,chromosome number,ploidy,location,country,references,reference_journal,doi,doi,doi,doi,doi,
Asterales,Asteraceae,Leucogenes,Leucogenes grandiceps,,Leucogenes grandiceps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asparagales,Amaryllidaceae,Leucocoryne,Leucocoryne pauciflora,,Leucocoryne pauciflora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asparagales,Amaryllidaceae,Leucocoryne,Leucocoryne ixioides,,Leucocoryne ixioides,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Leucochrysum,Leucochrysumÿalbicans,,Helipterum albicans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Leucheria,Leucheriaÿsalina,,Leuceria salina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Leucheria,Leucheriaÿlandbeckii,,Leuceria landbeckii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Leucheria,Leucheriaÿcandidissima,,Leuceria candidissima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Leucanthemum,Leucanthemumÿvulgare,NA,Chrysanthemum leucanthemum,bisexual,hermaphrodite,low,self_incompatible,NA,capitulum,yes,rhizomes,NA,,white_and_yellow,disk,disk,actinomorphic,45,25,65,7.5,NA,NA,NA,herb,perennial,0.3,0.6,0.45,NA; andersson 2008,online: https://keyserver.lucidcentral.org; journal: american journal of botany,NA,ÿhttps://doi.org/10.3732/ajb.0800087ÿ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Leucanthemum,Leucanthemumÿvulgare,NA,Chrysanthemum leucanthemum,bisexual,hermaphrodite,low,self_incompatible,NA,disc_floret,yes,rhizomes,NA,,yellow,tube,tube,actinomorphic,0.3,NA,NA,3,NA,NA,3,herb,perennial,0.3,0.6,0.45,NA; andersson 2008,online: https://keyserver.lucidcentral.org; journal: american journal of botany,NA,ÿhttps://doi.org/10.3732/ajb.0800087ÿ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Leucanthemum,Leucanthemumÿvulgare,NA,Chrysanthemum leucanthemum,bisexual,hermaphrodite,low,self_incompatible,NA,ray_floret,yes,rhizomes,NA,,white,exposed,exposed,zygomorphic,4.5,NA,NA,14,NA,NA,NA,herb,perennial,0.3,0.6,0.45,NA; andersson 2008,online: https://keyserver.lucidcentral.org; journal: american journal of botany,NA,ÿhttps://doi.org/10.3732/ajb.0800087ÿ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Leucanthemum,Leucanthemum vulgare,NA,Leucanthemum vulgare,bisexual,hermaphrodite,NA,self_incompatible,NA,capitulum,yes,rhizomes and rhizome fragments,NA,,white and yellow,disk,disk,actinomorphic,47.5,25,70,16,8,23,NA,herb,perennial,0.3,0.9,0.6,Andersson 2008; CABI Invasive species compendium,American Journal of Botany; CABI Invasive species compendium,ÿhttps://doi.org/10.3732/ajb.0800087ÿ,https://www.cabi.org/isc/datasheet/13357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Leucanthemum,Leucanthemum vulgare,NA,Leucanthemum vulgare,pistillate,NA,NA,self_incompatible,NA,ray_floret,yes,rhizomes and rhizome fragments,NA,,white,exposed,exposed,zygomorphic,0.65,0.3,0.1,22.5,10,35,NA,herb,perennial,0.3,0.9,0.6,Andersson 2008; CABI Invasive species compendium,American Journal of Botany; CABI Invasive species compendium,ÿhttps://doi.org/10.3732/ajb.0800087ÿ,https://www.cabi.org/isc/datasheet/13358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Leucanthemum,Leucanthemum vulgare,NA,Leucanthemum vulgare,bisexual,hermaphrodite,NA,self_incompatible,NA,disc_floret,yes,rhizomes and rhizome fragments,NA,,yellow,tube,tube,actinomorphic,NA,NA,NA,3.8,NA,NA,4,herb,perennial,0.3,0.9,0.6,Andersson 2008; CABI Invasive species compendium,American Journal of Botany; CABI Invasive species compendium,ÿhttps://doi.org/10.3732/ajb.0800087ÿ,https://www.cabi.org/isc/datasheet/13359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Leucanthemum,Leucanthemum maximum,,Chrysanthemum maximum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Leucanthemum,Leucanthemum adustum,,Leucanthemum adustum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Leucanthemopsis,Leucanthemopsisÿalpina,,Leucanthemopsis alpina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fabales,Fabaceae,Leucaena,Leucaena leucocephala,,Leucaena leucocephala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Lessingianthus,Lessingianthusÿvirgulatus,,Lessingianthus virgulatus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Lessingianthus,Lessingianthusÿvenosissimus,,Lessingianthus venosissimus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Lessingianthus,Lessingianthus bardanoides,,Lessingianthus bardanoides,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brassicales,Brassicaceae,Lesquerella,Lesquerella arctica,NA,Lesquerella arctica,bisexual,hermaphrodite,high,self_compatible,NA,flower,NA,NA,NA,,yellow,tube,tube,actinomorphic,8,NA,NA,6,5,7,1.8,herb,perennial,0.06,0.12,0.09,NA; NA; kevan 1972,online: https://nature.ca; online: https://wildflowerswest.org (picture); the journal of ecology,NA,NA,ÿhttps://doi.org/10.2307/2258569ÿ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fabales,Fabaceae,Lespedeza,Lespedeza virginica,NA,Lespedeza virginica,bisexual,cleistogamous & chasmogamous,NA,self_compatible,NA,flower,yes,rhizomes,NA,,pink,papilionaceous,papilionaceous,zygomorphic,4,NA,NA,4,NA,NA,NA,herb,perennial,NA,1,0.5,NA; Brinker 2013; clewell 1964,online: http://www.missouriplants.com; cosewic assestment and status report on the slender bush clover; journal: brittonia,NA,NA,10.2307/2805096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fabales,Fabaceae,Lespedeza,Lespedeza thunbergii,,Lespedeza thunbergii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fabales,Fabaceae,Lespedeza,Lespedeza procumbens,NA,Lespedeza procumbens,bisexual,hermaphrodite,NA,NA,self_compatible,flower,NA,NA,NA,,purple,papilionaceous,papilionaceous,zygomorphic,6.5,NA,NA,6.5,5,8,NA,herb,perennial,0.2,2,1.1,clewell 1964; NA; miller & miller 2005,journal: brittonia; online: https://gobotany.newenglandwild.org; online: forest plants of the southeast and their wildlife uses,10.2307/2805096,NA,ISBN: 0820327484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fabales,Fabaceae,Lespedeza,Lespedeza capitata,NA,Lespedeza capitata,bisexual,cleistogamous & chasmogamous,NA,self_compatible,NA,flower,NA,NA,NA,,white_with_red_pinks_marks,papilionaceous,papilionaceous,zygomorphic,6,NA,NA,4.9,NA,NA,NA,herb,perennial,0.6,1.5,1.05,NA; NA,online: https://plants.usda.gov; online: https://www.minnesotawildflowers.info,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fabales,Fabaceae,Lespedeza,Lespedeza bicolor,,Lespedeza bicolor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myrtales,Myrtaceae,Leptospermum,Leptospermum scoparium,,Leptospermum scoparium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Leptorhynchos,Leptorhynchos squamatus,,Leptorhynchos squamatus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Leptinellaÿ,Leptinellaÿpyrethrifolia,,Cotula pyrethrifolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brassicales,Brassicaceae,Lepidium,Lepidium virginicum,NA,Lepidium virginicum,bisexual,hermaphrodite,NA,self_compatible,NA,flower,NA,NA,NA,,white,bowl,bowl,actinomorphic,3,NA,NA,1.5,NA,NA,NA,herb,annual,0.3,0.5,0.4,NA; lemen 1980,online: http://plantnet.rbgsyd.nsw.gov.au; journal: oecologia,NA,ÿhttps://doi.org/10.1007/bf00346454ÿ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brassicales,Brassicaceae,Lepidium,Lepidiumÿgraminifolium,,Lepidium suffruticosum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brassicales,Brassicaceae,Lepidium,Lepidium draba,,Cardaria draba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Lepidaploa,Lepidaploa salzmannii,,Lepidaploa salzmannii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Lepidaploa,Lepidaploa pseudomuricata,NA,Lepidaploa pseudomuricata,bisexual,hermaphrodite,NA,NA,NA,capitulum,NA,NA,NA,,lilac,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Lepidaploa,Lepidaploaÿbolivarensis,,Vernonia bolivariensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asparagales,Hyacinthaceae,Leopoldia,Leopoldia comosa,,Muscari comosum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lamiales,Lamiaceae,Leonurus,Leonurus cardiaca,NA,Leonurus cardiaca,bisexual,hermaphrodite,medium,self_compatible,NA,flower,yes,rhizomes,no,,pink,tube,tube,zygomorphic,5.34,NA,NA,9.17,NA,NA,4,herb,perennial,0.3,1.2,0.75,"borna 2016; NA; shekari et al., 2018 ",american journal of botany; online: http://www.missouriplants.com; journal: journal of biodiversity and nvironmental sciences ,https://doi.org/10.1071/BT15186,NA,NA,,,,,,,,,,,,,,,,,,5.21,NA,NA,,,,,,,,,,8.3,NA,NA,verticillaster,,,,,37400,545,,,,,,,9350,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Leontopodium,Leontopodium leontopodioides,,Leontopodium leontopodioides,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Leontopodium,Leontopodium andersonii,,Leontopodium andersonii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Leontopodium,Leontopodium alpinum,,Leontopodium alpinum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Leontodon,Leontodon taraxacoides,,Leontodon taraxacoides,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Leontodon,Leontodon saxatilis,,Leontodon saxatilis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Leontodon,Leontodon hispidus,,Leontodon hispidus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poales,Poaceae,Leersia,Leersiaÿjaponica,,Leesia japonica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ericales,Ericaceae,Ledum,Ledum palustre,NA,Ledum palustre,bisexual,hermaphrodite,NA,self_compatible,NA,flower,yes,sprouting,NA,,white,bowl,bowl,actinomorphic,17.5,10,25,8,NA,NA,NA,shrub,perennial,NA,1.5,NA,NA; NA,online: https://www.fs.fed.u; online: https://nature.ca,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ericales,Ericaceae,Rhododendron,Ledum palustre,NA,Ledum groenlandicum,bisexual,hermaphrodite,medium,self_compatible,NA,flower,yes,rhizomes,NA,no,white,bowl,bowl,actinomorphic,17.5,10,25,8,NA,NA,NA,shrub,perennial,0.2,1.5,0.85,wheelwright et al 2006; NA,journal: american midland naturalist; online: efloras,ÿhttps://doi.org/10.1674/0003-0031(2006)155[0019:plaami]2.0.co;2ÿ,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=250065635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malvales,Malvaceae,Lecanophora,Lecanophora heterophylla,NA,Lecanophora heterophylla,bisexual,hermaphrodite,NA,NA,NA,flower,NA,NA,NA,,pink,bowl,bowl,actinomorphic,30,NA,NA,15,NA,NA,NA,herb,perennial,NA,0.3,0.15,NA,online: florabonaerense,NA,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,online: florabonaerense,NA,,,,,
Lamiales,Lamiaceae,Lavandula,Lavandula stoechas,,Lavandula stoechas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lamiales,Lamiaceae,Lavandula,Lavandulaÿmultifida,,Lavendula multifida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lamiales,Lamiaceae,Lavandula,Lavandulaÿminutolii,,Lavendula minutolii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lamiales,Lamiaceae,Lavandula,Lavandulaÿbuchii,,Lavendula buchii,REPEATED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lamiales,Lamiaceae,Lavandula,Lavandula buchii,,Lavandula buchii,REPEATED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laurales,Lauraceae,Laurus,Laurus azorica,,Laurus azorica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Launaea,Launaea arborescens,,Launaea arborescens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fabales,Fabaceae,Lathyrus,Lathyrus subandinus,,Lathyrus subandinus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fabales,Fabaceae,Lathyrus,Lathyrus pratensis,NA,Lathyrus pratensis,bisexual,hermaphrodite,NA,NA,NA,flower,yes,rhizomes,NA,no,yellow,papilionaceous,papilionaceous,zygomorphic,13,NA,NA,13,10,16,NA,herb,perennial,0.25,1.2,0.725,"phillips et al., 2018; NA",journal: global change biology; online: http://www.luontoportti.com,https://doi.org/10.1111/gcb.14130,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
