Species_geonet,Unique_id,Locality,Latitude,Longitude,Order_all,Family_all,Genus_all,Species_all,Subspecies,Sex_or_flower_type,Breeding_system,Autonomous_selfing_level,Autonomous_selfing_level_data_type,Autonomous_selfing_level_fruit_set,Autonomous_selfing_level_seed_set,autonomous_selfing_sample_size,Compatibility,Self_compatible_author,Self_compatible_reference,Self_compatible_doi,Compatibility_genus,Info_level,Asexual_reproduction,Asexual_reproduction_type,Agamospermy/apomixis (yes/no/some_populations),Flower_colour,Flower_morphology,Flower_symmetry,Corolla_diameter_mean,Corolla_diameter_min,Corolla_diameter_max,Corolla_length_mean,Corolla_length_min,Corolla_length_max,Tube_length,style_length_mm,style_length_min_mm,style_length_max_mm,style_length_max_sd,style_length_max_N,ovules_mean,ovules_min,ovules max,ovules_sd,ovules_n,life_form,lifespan,plant_height_min_m,plant_height_max_m,plant_height_mean_m,References,Reference_info,DOI,doi__1,doi__2,doi__3,doi__4,type_of_proxy_seed _or_fruit,open_pollination_percentage,open_pollination_n,hand_poll_outcrossing_percentage,hand_poll_outcrossing_percentage_n,hand_poll_self_percentage,hand_poll_self_n,spontaneus_selfing_percentage,spontaneus_selfing_n,geitonogamy_percentage,geitonogamy_n,apomixis_percentage,apomixis_n,intramorph_percentage,intramorph_n,stamen_length_mm,stamen_length_min_mm,stamen_length_max_mm,style_length_mm,style_length_min_mm,style_length_max_mm,style_length_max_sd,style_length_max_N,ovary_length_mm,ovary_min_mm,ovary_max_mm,stigma_length_mm,stigma_min_mm,stigma_max_mm,pistil_length_mm,pistil_min_mm,pistil_max_mm,inflorescence_form,inflorescence_arrangement,inflorescence_length_mm,inflorescence_width_mean_mm,inflorescence_width_min_mm,inflorescence_width_max_mm,inflorescence_comment,pollen_anther_mean,pollen_anther_min,pollen_anther_max,pollen_anther_sd,pollen_anther_n,pollen_flower_mean,pollen_flower_min,pollen_flower_max,pollen_flower_sd,pollen_flower_n,pollen_ovule_ratio,pollen_ovule_ratio_sd,ovules_mean,ovules_min,ovules max,ovules_sd,ovules_n,stamen_mean,stamen_min,stamen_max,anthers_exerted_yes_or_no,anthers_exerted_mm,pistil_mean,stigma_mean,stigma_exerted_yes_or_no,stigma_exerted_mm,flowers_inflorescences_min,flowers_inflorescences_max,flowers_inflorescences_mean,inflorescences_plant_min,inflorescences_plant_max,inflorescences_plant_mean,flower_plant_min,flower_plant_max,flower_plant_mean,flower_lifespan_days,flowering_time_days,nectar_yes_or_no,nectar_ul_day_mean,nectar_ul_day_sd,nectar_ul_day_n,total_nectar_ul_mean,total_nectar_ul_sd,total_nectar_ul_n,sugar_nectar_mg_mean,sugar_nectar_mg_sd,sugar_nectar_mg_n,sugar_concentration_mean,sugar_concentration_sd,sugar_concentration_n,fruit_type,fruit_colour,fruit_length_mm,fruit_width_mm,pollen_polar_length_um_mean,pollen_polar_length_um_min,pollen_polar_length_um_max,pollen_equatorial_length_mean_um,pollen_equatorial_length_min_um,pollen_equatorial_length_max_um,pollen_polar_equatorial,mean_pollen_tube_growth_um_min,chromosome number,ploidy,location,country,references__1,reference_journal__1,doi__5,doi__6,doi__7,doi__8,doi__9
Warneckea trinervis,kaiser_bunbury_2010_18.csv,"Black River Gorges National Park, Mauritius",-20.452076,57.443254,Myrtales,Melastomataceae,Warneckea,Warneckea trinervis,NA,bisexual,hermaphrodite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flower,NA,NA,NA,pink,bowl,actinomorphic,6,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,shrub,perennial,NA,4,2,"bosser, cadet, gueho & marais 1990",book: flore des mascareignes,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wikstroemia indica,kaiser_bunbury_2010_18.csv,"Black River Gorges National Park, Mauritius",-20.452076,57.443254,Malvales,Thymelaeaceae,Wikstroemia,Wikstroemia indica,NA,bisexual,hermaphrodite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flower,yes,apomixis,yes,green,tube,actinomorphic,6.5,NA,NA,9,8,10,9,0.5,NA,NA,NA,NA,2,NA,NA,NA,NA,shrub,perennial,1,4,2.5,NA; NA; NA,online: http://keys.trin.org.au/; online: https://uses.plantnet-project.org/; online: http://www.efloras.org/,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antidesma madagascariense,kaiser_bunbury_2010_19.csv,"Black River Gorges National Park, Mauritius",-20.452076,57.443254,Malpighiales,Phyllanthaceae,Antidesma,Antidesma madagascariense,NA,separated,dioecious,none,quantitative,0,0,NA,dioecious,hoffman 1999,jormal: kew bulletin, https://doi.org/10.2307/4111165 ,NA,flower,NA,NA,NA,white,disk,actinomorphic,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,tree,perennial,NA,20,10,hoffman 1999,jormal: kew bulletin, https://doi.org/10.2307/4111165 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eugenia orbiculata,kaiser_bunbury_2010_19.csv,"Black River Gorges National Park, Mauritius",-20.452076,57.443254,Myrtales,Myrtaceae,Eugenia,Eugenia orbiculata,NA,bisexual,hermaphrodite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flower,NA,NA,NA,white,disk,actinomorphic,10,NA,NA,NA,NA,NA,NA,3.5,3,4,NA,NA,40,NA,NA,NA,NA,tree,perennial,3,6,4.5,NA; scott 1979,online: http://pages.intnet.mu/; journal: kew bulletin,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Euodia chapelieri,kaiser_bunbury_2010_19.csv,"Black River Gorges National Park, Mauritius",-20.452076,57.443254,Sapindales,Rutaceae,Melicope,Melicope chapelieri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gaertnera sp1 M_PL_078,kaiser_bunbury_2010_19.csv,"Black River Gorges National Park, Mauritius",-20.452076,57.443254,Gentianales,Rubiaceae,Gaertnera,Gaertnera sp.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phyllanthus phillyreifolius,kaiser_bunbury_2010_19.csv,"Black River Gorges National Park, Mauritius",-20.452076,57.443254,Malpighiales,Phyllanthaceae,Phyllanthus,Phyllanthus phillyreifolius,NA,separated,monoecious,none,quantitative,0,0,NA,dioecious,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tree,perennial,2,6,4,NA,online: http://publish.plantnet-project.org,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gaertnera sp1 M_PL_079,kaiser_bunbury_2010_20.csv,"Black River Gorges National Park, Mauritius",-20.452076,57.443254,Gentianales,Rubiaceae,Gaertnera,Gaertnera sp.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Psathura terniflora,kaiser_bunbury_2010_20.csv,"Black River Gorges National Park, Mauritius",-20.452076,57.443254,Gentianales,Rubiaceae,Psychotria,Psychotria terniflora,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gaertnera sp1 M_PL_080,kaiser_bunbury_2010_21.csv,"Black River Gorges National Park, Mauritius",-20.452076,57.443254,Gentianales,Rubiaceae,Gaertnera,Gaertnera sp.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Croton grangeroides,kaiser_bunbury_2010_22.csv,"Black River Gorges National Park, Mauritius",-20.452076,57.443254,Malpighiales,Euphorbiaceae,Croton,Croton grangerioides,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,18.5,15,22,2.4,2,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,galapagos,ecuador,rumeu 2016,journal of biogeography,https://doi.org/10.1111/jbi.12753,,,,
Gaertnera sp1 M_PL_081,kaiser_bunbury_2010_22.csv,"Black River Gorges National Park, Mauritius",-20.452076,57.443254,Gentianales,Rubiaceae,Gaertnera,Gaertnera sp.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smilax anceps,kaiser_bunbury_2010_22.csv,"Black River Gorges National Park, Mauritius",-20.452076,57.443254,Liliales,Smilacaceae,Smilax,Smilax anceps,NA,separated,dioecious,none,quantitative,0,0,NA,dioecious,NA,onlone: https://plants.jstor.org/,NA,NA,flower,yes,rhizomes,NA,green,disk,actinomorphic,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,vine,perennial,NA,5,2.5,NA; NA,online: https://www.zimbabweflora.co.zw/; journal: https://plants.jstor.org/,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gaertnera sp1 M_PL_082,kaiser_bunbury_2010_23.csv,"Black River Gorges National Park, Mauritius",-20.452076,57.443254,Gentianales,Rubiaceae,Gaertnera,Gaertnera sp.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Molinaea macrantha,kaiser_bunbury_2010_23.csv,"Black River Gorges National Park, Mauritius",-20.452076,57.443254,Sapindales,Sapindaceae,Molinaea,Molinaea macrantha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,shrub,perennial,NA,NA,NA,NA,online: http://forestry.govmu.org/,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rubus alcefolius,kaiser_bunbury_2010_24.csv,"Black River Gorges National Park, Mauritius",-20.452076,57.443254,Rosales,Rosaceae,Rubus,Rubus alceifolius,NA,bisexual,hermaphrodite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flower,yes,"layering stems, apomixis",yes,white,disk,actinomorphic,17.5,15,20,NA,5,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,shrub,perennial,NA,5,2.5,"NA; amsellen, noyer & hossaert-mckey; NA",online: https://keyserver.lucidcentral.org/; journal: american journal of botany; online: http://keys.trin.org.au/,NA,10.2307/3558386,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agauria salicifolia,kaiser_bunbury_2010_4.csv,"Black River Gorges National Park, Mauritius",-20.452076,57.443254,Ericales,Ericaceae,Agarista,Agarista salicifolia,NA,bisexual,hermaphrodite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flower,NA,NA,NA,"pale green, greenish yellow",tube,actinomorphic,4.5,4,5,8.5,7,10,8.5,7,6,8,NA,NA,NA,NA,NA,NA,NA,shrub,perennial,0.9,20,10.45,beentje 2006,"journal: royal botanicla gardens, kew",NA,,,,,,,,,,,,,,,,,,,,,,,7,6,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pandanus wiehii,kaiser_bunbury_2010_4.csv,"Black River Gorges National Park, Mauritius",-20.452076,57.443254,Malpighiales,Pandaceae,Pandanus,Pandanus wiehei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polyscias mauritiana,kaiser_bunbury_2010_4.csv,"Black River Gorges National Park, Mauritius",-20.452076,57.443254,Apiales,Araliaceae,Polyscias,Polyscias mauritiana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flower,NA,NA,NA,NA,NA,actinomorphic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tree,perennial,NA,5,2.5,"bosser, cadet, gueho & marais 1990",book: flore des mascareignes,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Syzygium venosum,kaiser_bunbury_2010_4.csv,"Black River Gorges National Park, Mauritius",-20.452076,57.443254,Myrtales,Myrtaceae,Syzygium,Syzygium venosum,NA,bisexual,hermaphrodite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flower,NA,NA,NA,NA,brush,actinomorphic,16,NA,NA,NA,NA,NA,NA,12.5,10,15,NA,NA,18,16,20,NA,NA,tree,perennial,NA,9,4.5,NA,online: http://pages.intnet.mu/,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chassalia petrinensis,kaiser_bunbury_2010_5.csv,"Black River Gorges National Park, Mauritius",-20.452076,57.443254,Gentianales,Rubiaceae,Chassalia,Chassalia petrinensis,NA,bisexual,hermaphrodite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flower,NA,NA,NA,white,tube,actinomorphic,10,NA,NA,20,NA,NA,20,10,NA,NA,NA,NA,2,NA,NA,NA,NA,shrub,perennial,1,1.8,1.4,verdcourt 1983; NA,journal: kew bulletin; online: http://powo.science.kew.org/,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erythrospermum monticolum,kaiser_bunbury_2010_5.csv,"Black River Gorges National Park, Mauritius",-20.452076,57.443254,Malpighiales,Achariaceae,Erythrospermum,Erythrospermum monticolum,NA,bisexual,hermaphrodite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flower,NA,NA,NA,white,NA,actinomorphic,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,tree,perennial,4,5,4.5,Stamps of Mauritania; NA,Stamps of Mauritania; online: https://horizon.documentation.ird.fr/,https://stampsofmauritius.org/2018/01/07/flora-and-fauna-of-mauritius-part-i-endemic-and-indigenous-plants/,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimusops erythroxylon,kaiser_bunbury_2010_5.csv,"Black River Gorges National Park, Mauritius",-20.452076,57.443254,Ericales,Sapotaceae,Mimusops,Mimusops erythroxylon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monimiastrum globosum,kaiser_bunbury_2010_5.csv,"Black River Gorges National Park, Mauritius",-20.452076,57.443254,Myrtales,Myrtaceae,Eugenia,Eugenia kanakana,NA,bisexual,hermaphrodite,NA,NA,NA,NA,NA,NA,NA,NA,NA,self_incompatible,flower,NA,NA,NA,white,bowl,actinomorphic,NA,NA,NA,NA,NA,NA,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,shrub,perennial,NA,NA,NA,"Byng et al 2016; Baker, J, G. 1877 (book)",Phytotaxa; Flora of the Mauritius and the Seychelles,https://doi.org/10.11646/phytotaxa.252.3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10622.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pittosporum senacia,kaiser_bunbury_2010_5.csv,"Black River Gorges National Park, Mauritius",-20.452076,57.443254,Apiales,Pittosporaceae,Pittosporum,Pittosporum senacia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bakerella hoyifolia,kaiser_bunbury_2010_7.csv,"Black River Gorges National Park, Mauritius",-20.452076,57.443254,Santalales,Loranthaceae,Bakerella,Bakerella hoyifolia,NA,bisexual,hermaphrodite,NA,NA,NA,NA,NA,self_compatible,"albert et al., 2017",journal: botany letters,10.1080/23818107.2017.1340191,NA,flower,NA,NA,NA,pink,tube,actinomorphic,5,NA,NA,24.5,23,26,25.4,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,herb,perennial,NA,NA,NA,"albert et al., 2017",journal: botany letters,https://doi.org/10.1080/23818107.2017.1340191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gaertnera petrinensis,kaiser_bunbury_2010_7.csv,"Black River Gorges National Park, Mauritius",-20.452076,57.443254,Gentianales,Rubiaceae,Gaertnera,Gaertnera petrinensis,NA,bisexual,hermaphrodite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flower,NA,NA,NA,white,tube,actinomorphic,NA,NA,NA,15,NA,NA,15,7.5,NA,NA,NA,NA,2,NA,NA,NA,NA,shrub,perennial,1,1.5,1.25,verdcourt 1983,journal: kew bulletin, https://doi.org/10.2307/4109725 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gaertnera sp1 M_PL_066,kaiser_bunbury_2010_7.csv,"Black River Gorges National Park, Mauritius",-20.452076,57.443254,Gentianales,Rubiaceae,Gaertnera,Gaertnera sp.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pandanus barklyi,kaiser_bunbury_2010_7.csv,"Black River Gorges National Park, Mauritius",-20.452076,57.443254,Pandanales,Pandanaceae,Pandanus,Pandanus barkleyi,NA,separated,dioecious,none,quantitative,0,0,NA,NA,vaughan 1953,journal: journal of the linnean society,https://doi.org/10.1111/j.1095-8339.1953.tb00001.x,,flower,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,shrub,perennial,4,5,4.5,vaughan 1953,journal: journal of the linnean society,https://doi.org/10.1111/j.1095-8339.1953.tb00001.x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gaertnera sp1 M_PL_067,kaiser_bunbury_2010_8.csv,"Black River Gorges National Park, Mauritius",-20.452076,57.443254,Gentianales,Rubiaceae,Gaertnera,Gaertnera sp.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gaertnera sp1 M_PL_068,kaiser_bunbury_2010_9.csv,"Black River Gorges National Park, Mauritius",-20.452076,57.443254,Gentianales,Rubiaceae,Gaertnera,Gaertnera sp.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xylopia lamarckii,kaiser_bunbury_2010_9.csv,"Black River Gorges National Park, Mauritius",-20.452076,57.443254,Magnoliales,Annonaceae,Xylopia,Xylopia lamarckii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acer insulae,kato_2000.csv,"Amami-Ohsima Island, Japan",28.377248,129.493741,Sapindales,Sapindaceae,Acer,Acer caudatifolium,NA,bisexual,hermaphrodite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flower,NA,NA,NA,green,bowl,actinomorphic,5,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,8,N,NA,NA,NA,tree,perennial,4.5,10,7,NA; NA,online: flora.huh.harvard.edu; online: https://www.kew.org/,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,raceme,NA,50,NA,,,NA,NA,,,NA,NA,NA,,,NA,NA,NA,,NA,,,NA,NA,8,,,no,0,,,no,0,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nutlet,brown,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,online: flora.huh.harvard.edu,NA,,,,
