"","Order_all","Family_all","Genus_all","Species_all","Breeding_system","Compatibility_system","Autonomous_selfing_level","Autonomous_selfing_level_fruit_set","Flower_morphology","Flower_symmetry","Flowers_per_plant","Floral_unit_width","Corolla_diameter_mean","Corolla_length_mean","Style_length","Ovule_number","life_form","lifespan","Plant_height_mean_m","Nectar_presence_absence","Nectar_ul","Pollen_per_flower","Eigenval"
"Stillingia lineata","Malpighiales","Euphorbiaceae","Stillingia","Stillingia lineata","Monoecious","monoecious","none",0,"Tube","actinomorphic",450,5,1,1,1,3,"shrub","Perennial",4.1,"no",0,286221.91825,0.00160294327571143
"Swertia bimaculata","Gentianales","Gentianaceae","Swertia","Swertia bimaculata","Hermaphrodite","self_compatible","medium",36.4,"Open","actinomorphic",10,70,22.5,5,5,73.3,"herb","Short lived",1.15,"yes",15,62406,0.00727402913494085
"Aster ericoides villosus","Asterales","Asteraceae","Symphyotrichum","Symphyotrichum ericoides","Hermaphrodite","self_incompatible","none",0,"Capitulum","actinomorphic",300,50,12,8.1,3.8,28.5,"herb","Perennial",0.5,"yes",0.03,77655,0.0834287847779883
"Aster novaeangliae","Asterales","Asteraceae","Symphyotrichum","Symphyotrichum nova-angliciae","Hermaphrodite","self_incompatible","none",0,"Capitulum","actinomorphic",25,60,28,21.1,4,70,"herb","Perennial",0.75,"yes",0.03,155310,0.082161688850268
"Synqonanthus caulescens","Poales","Eriocaulaceae","Syngonanthus","Syngonanthus caulescens","Hermaphrodite","self_compatible","low",13,"Capitulum","actinomorphic",10,5,2,1,0.5,2,"herb","Perennial",0.14,"no",0,109716.033,0.000191718569483259
"Syzygium commersonii","Myrtales","Myrtaceae","Syzygium","Syzygium commersonii","Hermaphrodite","self_compatible","low",11.5983333333333,"Brush","actinomorphic",254.1575,68.3815833333333,29.8797333333333,16.58555,10.86645,32,"shrub","Perennial",0.5,"yes",20.4,525272,0.00087109533994412
"Syzygium coriaceum","Myrtales","Myrtaceae","Syzygium","Syzygium coriaceum","Hermaphrodite","self_compatible","low",8.09680000000001,"Open","actinomorphic",500,56.5950833333333,23.38745,7.7968,7.10041666666667,32,"shrub","Perennial",2.48361785714286,"yes",0.4,525272,0.00087109543089283
"Syzygium glomeratum","Myrtales","Myrtaceae","Syzygium","Syzygium glomeratum","Hermaphrodite","self_compatible","low",7.73015,"Brush","actinomorphic",1000,53.279,11.24875,6.474825,1,15,"tree","Perennial",5,"yes",0.3,525272,0.000874113153968116
"Syzygium jambos","Myrtales","Myrtaceae","Syzygium","Syzygium jambos","Hermaphrodite","self_compatible","medium",72.5,"Brush","actinomorphic",1000,150,75,75,40,60,"tree","Perennial",9.5,"yes",28.963983,525272,0.000785891513010077
"Syzygium mauritianum","Myrtales","Myrtaceae","Syzygium","Syzygium mauritianum","Hermaphrodite","self_compatible","low",13,"Brush","actinomorphic",2195.18,80,19.1,20,15.25,32,"tree","Perennial",4.5,"yes",24.2,525272,0.0008896602988016
"Syzygium petrinese","Myrtales","Myrtaceae","Syzygium","Syzygium petrinense","Hermaphrodite","self_compatible","low",9.06438333333334,"Brush","actinomorphic",1055.22916666667,60.29075,20.98435,10.3736,9.59949999999999,32,"shrub","Perennial",3.17525952380953,"yes",2.9,525272,0.000894491208849441
"Syzygium venosum","Myrtales","Myrtaceae","Syzygium","Syzygium venosum","Hermaphrodite","self_compatible","low",8.68013333333333,"Brush","actinomorphic",2500,50,16,10.4964,12.5,18,"tree","Perennial",4.5,"yes",5.6,525272,0.000915854920180403
"Syzygium wrightii","Myrtales","Myrtaceae","Syzygium","Syzygium wrightii","Dioecious","dioecious","none",0,"Campanulate","actinomorphic",1000,20,3.2,10,13,35,"tree","Perennial",17,"yes",9.03743166666666,525272,0.00091728788037644
"Tabernaemontana persicarifolia","Gentianales","Apocynaceae","Tabernaemontana","Tabernaemontana persicarifolia","Hermaphrodite","self_incompatible","none",0,"Tube","actinomorphic",1106.65227272727,60.19625,21.2296,14.8879,9.84223333333333,80,"shrub","Perennial",2.157575,"yes",1.84,170714.360333333,0.00735750332238878
"Tamarindus indica","Fabales","Fabaceae","Tamarindus","Tamarindus indica","Hermaphrodite","partially_self_compatible","low",13,"Papilionaceous","zygomorphic",5000,40,20,20,5,14,"tree","Perennial",19.1,"yes",1.4,18600,0.00255765749543397
"Tambourissa peltata","Laurales","Monimiaceae","Tambourissa","Tambourissa peltata","Dioecious","dioecious","none",0,"Open","zygomorphic",25,15.5,15.5,8,0.4,450,"tree","Perennial",13.5,"no",0,55738798.893,2.37785355269625e-06
"Teucrium fruticans","Lamiales","Lamiaceae","Teucrium","Teucrium fruticans","Hermaphrodite","partially_self_compatible","low",10.2308583333333,"Open","zygomorphic",200,50,9,19.1,22,4,"shrub","Perennial",1.25,"yes",3.764918,10144,0.0148794540760044
"Thalictrum dasycarpum","Ranunculales","Ranunculaceae","Thalictrum","Thalictrum dasycarpum","Dioecious","dioecious","none",0,"Brush","actinomorphic",650,120,3,5,4,12,"shrub","Perennial",1.2,"no",0,22750,0.000374032953263635
"Thalictrum delavayi","Ranunculales","Ranunculaceae","Thalictrum","Thalictrum delavayi","Hermaphrodite","self_compatible","low",13.8931,"Open","actinomorphic",300,200,19.1,2.1,4,18.5,"herb","Perennial",1.3,"no",0,22750,0.00037403295326362
"Thalictrum rostellatum","Ranunculales","Ranunculaceae","Thalictrum","Thalictrum rostellatum","Hermaphrodite","self_compatible","low",15.8262,"Open","actinomorphic",150,20,5,1,3,5.5,"herb","Perennial",0.5,"no",0,22750,0.000381400206585799
"Thapsia villosa","Apiales","Apiaceae","Thapsia","Thapsia villosa","Monoecious","self_compatible","low",12.405,"Open","actinomorphic",250,10,10,2,0.5,1,"herb","Perennial",1,"yes",0.56,32223.64275,0.0187460400549982
"Thaspium aureum atropurpurem","Apiales","Apiaceae","Thaspium","Thaspium trifoliatum","Hermaphrodite","partially_self_compatible","low",21.25,"Open","actinomorphic",150,65,2.5,1,1.42,2,"herb","Perennial",0.6,"yes",0.5,14934,0.0204671741822087
"Thespesia populnea","Malvales","Malvaceae","Thespesia","Thespesia populnea","Hermaphrodite","self_compatible","low",9.01660000000001,"Campanulate","actinomorphic",1000,60,60,60,4,22.5,"tree","Perennial",7.5,"yes",1.2,189730.6375,0.00131618395971465
"Thlaspi arvense","Brassicales","Brassicaceae","Thlaspi","Thlaspi arvense","Hermaphrodite","partially_self_compatible","medium",40,"Open","actinomorphic",150,30,5,5.913525,0.2,12,"herb","Short lived",0.3,"yes",3.36776681666667,14694,0.0014426178300453
"Thymelaea hirusta","Malvales","Thymelaeaceae","Thymelaea","Thymelaea hirsuta","Dioecious","self_compatible","low",13,"Campanulate","actinomorphic",400,11,3.75,2.5,0.25,1,"shrub","Perennial",1.5,"yes",3e-05,121949.347166667,0.00118510904584205
"Thymus mastichina","Lamiales","Lamiaceae","Thymus","Thymus mastichina","Hermaphrodite","self_compatible","low",13,"Tube","zygomorphic",250,55,3,14,20,4,"shrub","Perennial",0.4,"yes",1.31843583333333,2338,0.015728200392004
"Tibetia himalaica","Fabales","Fabaceae","Tibetia","Tibetia himalaica","Hermaphrodite","self_compatible","low",19.73405,"Papilionaceous","zygomorphic",1,8,8,2.5,1,66.423,"herb","Perennial",1.30069444444444,"yes",2.64194914285714,2622,0.00308810222118923
"Tibouchina fraterna","Myrtales","Melastomataceae","Tibouchina","Tibouchina fraterna","Hermaphrodite","self_compatible","low",0,"Open","actinomorphic",150,100,30,5,15,78.77,"shrub","Perennial",2.4155,"no",0,516067.898,0.000992832028652632
"Tococa nitens","Myrtales","Melastomataceae","Tococa","Tococa nitens","Hermaphrodite","self_compatible","none",0,"Open","actinomorphic",1000,60,22,5,12.1,239.83,"shrub","Perennial",3.25,"no",0,561215.453333333,0.00100850562096932
"Toddalia asiatica","Sapindales","Rutaceae","Toddalia","Toddalia asiatica","Dioecious","dioecious","none",0,"Open","actinomorphic",750,4.9,3.1,1,2,2,"vine","Perennial",8.5,"no",0,331830.226738095,0.00115170619688721
"Tournefortia psilostachya","Boraginales","Boraginaceae","Tournefortia","Tournefortia psilostachya","Hermaphrodite","self_compatible","low",24.6,"Tube","actinomorphic",2690.84041666667,90,5,5,1,4,"tree","Perennial",0.3,"yes",0.42,19888,0.00898535970429779
"Tournefortia pubescens","Boraginales","Boraginaceae","Tournefortia","Tournefortia pubescens","Hermaphrodite","self_compatible","low",9.7,"Tube","actinomorphic",500,90,3.26,3.91,1,3.1,"shrub","Perennial",2.5,"yes",0.3,19888,0.00917135767659034
"Tournefortia rufo-sericea","Boraginales","Boraginaceae","Tournefortia","Tournefortia rufo-sericea","Hermaphrodite","self_compatible","high",80,"Tube","actinomorphic",1372.23625,60,4,5,1,4,"shrub","Perennial",1.5,"yes",0.3,19888,0.00921521475147905
"Tradescantia pilosa","Commelinales","Commelinaceae","Tradescantia","Tradescantia subaspera","Hermaphrodite","self_incompatible","none",0,"Open","actinomorphic",2,25,25,1.5,4,6,"herb","Perennial",0.675,"no",0,457307.569,0.00016202636810416
"Tradescantia brevicaulis","Commelinales","Commelinaceae","Tradescantia","Tradescantia virginiana","Hermaphrodite","self_incompatible","none",0,"Open","actinomorphic",3,35,35,10,3,6,"herb","Perennial",0.15,"no",0,346932.74375,0.000170485756057291
"Trema orientalis","Rosales","Cannabaceae","Trema","Trema orientalis","Dioecious","dioecious","none",0,"Open","actinomorphic",10852.9583333333,15,3.5,3.5,2.1,1,"tree","Perennial",7.5,"no",0,1251066.2035,0.00213653492886163
"Tribulus cistoides","Zygophyllales","Zygophyllaceae","Tribulus","Tribulus cistoides","Hermaphrodite","self_compatible","medium",36,"Open","actinomorphic",30,25,25,0.5,4,17.5,"herb","Short lived",2.8,"yes",0.32,88252,0.00152053579556741
"Trifolium arvense","Fabales","Fabaceae","Trifolium","Trifolium arvense","Hermaphrodite","self_compatible","high",88,"Tube","zygomorphic",100,20,2,5,4,4,"herb","Short lived",0.25,"yes",0.007,320,0.00324914950314346
"Trifolium campestre","Fabales","Fabaceae","Trifolium","Trifolium campestre","Hermaphrodite","self_compatible","high",88,"Papilionaceous","zygomorphic",150,12,3,4.75,1,4,"herb","Short lived",0.15,"no",0,366.8,0.00320941827103111
"Trifolium dubium","Fabales","Fabaceae","Trifolium","Trifolium dubium","Hermaphrodite","self_compatible","high",100,"Papilionaceous","actinomorphic",100,20,8.5,8.5,1,2,"herb","Short lived",0.27,"no",0,295.8,0.0032025883067383
"Trifolium pratense","Fabales","Fabaceae","Trifolium","Trifolium pratense","Hermaphrodite","self_incompatible","none",0,"Papilionaceous","zygomorphic",200,60,6.75,15,7,2.5,"herb","Perennial",0.325,"yes",0.02,2856.27,0.00325092263020938
"Trifolium repens","Fabales","Fabaceae","Trifolium","Trifolium repens","Hermaphrodite","self_compatible","high",88,"Papilionaceous","zygomorphic",75,15,3,9,3,4,"herb","Perennial",0.2,"yes",0.7,9413.4,0.00331636089695273
"Trillium sessile","Liliales","Melanthiaceae","Trillium","Trillium sessile","Hermaphrodite","self_compatible","low",14.23495,"Open","actinomorphic",1,80,8,25,20,12,"herb","Perennial",0.1,"no",0,2137801.33996429,0.000102467071011188
"Specularia perfoliata","Asterales","Campanulaceae","Triodanis","Triodanis perfoliata","Hermaphrodite","self_compatible","medium",100,"Open","actinomorphic",20,30,10.5,5.25,4.5,200,"herb","Short lived",0.55,"no",0,540,0.0206707501081231
"Tripogandra glandulosa","Commelinales","Commelinaceae","Tripogandra","Tripogandra glandulosa","Hermaphrodite","self_compatible","low",18.23765,"Open","actinomorphic",50,35,9.5,2.5,2,6,"herb","Short lived",0.25,"no",0,51069.7002,0.000156134529938056
"Tristhema mauritiana","Myrtales","Melastomataceae","Tristemma","Tristemma mauritianum","Hermaphrodite","partially_self_compatible","low",9.78515,"Open","actinomorphic",50,30,30,8.15406666666667,1.5,61.599975,"herb","Perennial",0.75,"no",0,247941.791428571,0.00100167674347664
"Trochetia blackburniana","Malvales","Malvaceae","Trochetia","Trochetia blackburniana","Hermaphrodite","self_compatible","low",6.4,"Campanulate","actinomorphic",20,30,30,24.1,10,22.5,"shrub","Perennial",2.5,"yes",53.2,1157325.92625,0.00132012056793202
"Trollius europaeus","Ranunculales","Ranunculaceae","Trollius","Trollius europaeus","Hermaphrodite","self_incompatible","none",0,"Open","actinomorphic",2,37.5,37.5,20,1,360,"herb","Perennial",0.45,"yes",5.474333,2500000,0.000422953244232651
"Trollius vaginatus","Ranunculales","Ranunculaceae","Trollius","Trollius vaginatus","Hermaphrodite","self_incompatible","none",0,"Open","actinomorphic",1,30.1,30.1,5,31.12,360,"herb","Perennial",0.075,"no",0,2500000,0.000447635637792962
"Trollius yunnanensis","Ranunculales","Ranunculaceae","Trollius","Trollius yunnanensis","Hermaphrodite","self_incompatible","none",0,"Open","actinomorphic",5,23.1,23.1,4,1,360,"herb","Perennial",0.5,"no",0,2500000,0.000425901810857278
"Tuberaria guttata","Malvales","Cistaceae","Tuberaria","Tuberaria guttata","Hermaphrodite","self_compatible","high",90,"Open","actinomorphic",5,11.5,11.5,3,1,60,"herb","Short lived",0.15,"no",0,5538,0.00122033299872058
"Turraea rigida","Sapindales","Meliaceae","Turraea","Turraea rigida","Hermaphrodite","self_compatible","low",10.6468833333333,"Open","actinomorphic",10,30,30,15,15,6,"tree","Perennial",1.5,"yes",3.1,261368.456964286,0.00112266678889812
"Ulex australis","Fabales","Fabaceae","Ulex","Ulex parviflorus","Hermaphrodite","self_incompatible","none",0,"Papilionaceous","zygomorphic",750,20,2.5,7.25,7,2,"shrub","Perennial",1,"no",0,19000,0.00276077179390521
"Vaccinium myrtilloides","Ericales","Ericaceae","Vaccinium","Vaccinium myrtilloides","Hermaphrodite","partially_self_compatible","none",0,"Campanulate","actinomorphic",50,4.4,4.4,6,6,63,"shrub","Perennial",0.4,"yes",0.3,20655,0.00585223102908395
"Vaccinium myrtillus","Ericales","Ericaceae","Vaccinium","Vaccinium myrtillus","Hermaphrodite","self_compatible","medium",35,"Tube","actinomorphic",50,30,5.8,5,4.7,90.8,"shrub","Perennial",0.5,"yes",2.8850175,52380,0.00611996785961912
"Vaccinium uliginosum","Ericales","Ericaceae","Vaccinium","Vaccinium uliginosum","Hermaphrodite","partially_self_compatible","medium",40,"Campanulate","actinomorphic",50,15,3.25,4.5,3.8,84.9,"shrub","Perennial",0.75,"yes",6.31206999999999,21.592,0.00603795569568563
"Vaccinium vitis-idaea","Ericales","Ericaceae","Vaccinium","Vaccinium vitis-idaea","Hermaphrodite","partially_self_compatible","medium",35,"Campanulate","actinomorphic",50,20,4.8,6.5,6.9,64.1,"shrub","Perennial",0.2,"yes",7.1117525,48979,0.0060703584407278
"Acacia macracantha","Fabales","Fabaceae","Vachellia","Vachellia macracantha","Hermaphrodite","self_incompatible","none",0,"Tube","actinomorphic",10000,10,2,2,3,16,"tree","Perennial",5,"yes",1.3,84639.6886,0.00270277107454538
"Valeriana officinalis","Dipsacales","Caprifoliaceae","Valeriana","Valeriana officinalis","Dioecious","self_compatible","low",13,"Tube","zygomorphic",200,26,3.3,5,6.25,1,"herb","Perennial",0.7,"no",0,2459,0.0173688157507684
"Vallesia glabra","Gentianales","Apocynaceae","Vallesia","Vallesia glabra","Hermaphrodite","self_incompatible","none",0,"Tube","actinomorphic",500,40,6,7.5,7.5,3,"tree","Perennial",4,"yes",0.24,28607.1118095238,0.00735263395662618
"Verbascum thapsus","Lamiales","Scrophulariaceae","Verbascum","Verbascum thapsus","Hermaphrodite","self_compatible","high",88,"Open","actinomorphic",50,80,27.5,14.5,14.5,3,"herb","Short lived",1,"no",0,82142.06725,0.0113133490627252
"Verbena bracteosa","Lamiales","Verbenaceae","Verbena","Verbena bracteata","Hermaphrodite","self_compatible","medium",33,"Tube","zygomorphic",100,10,2.1,7,0.6,4,"herb","Short lived",0.3,"yes",0.02,846,0.0115012028822331
"Verbena hastata","Lamiales","Verbenaceae","Verbena","Verbena hastata","Hermaphrodite","self_compatible","low",13,"Tube","zygomorphic",100,120,4.5,4.4,1.25,5,"herb","Perennial",1.2,"yes",0.02,2184,0.0115012028822331
"Verbena stricta","Lamiales","Verbenaceae","Verbena","Verbena stricta","Hermaphrodite","self_compatible","low",13,"Tube","zygomorphic",250,25,7,6,1.5,5,"herb","Short lived",0.75,"yes",0.09,3523,0.0113346032156557
"Verbena urticaefolia","Lamiales","Verbenaceae","Verbena","Verbena urticifolia","Hermaphrodite","self_compatible","medium",50.5,"Tube","actinomorphic",75,70,2.5,3,0.5,5,"herb","Short lived",1,"yes",0.02,2184,0.0115012028822331
"Veronica arvensis","Lamiales","Plantaginaceae","Veronica","Veronica arvensis","Hermaphrodite","self_compatible","medium",50.5,"Open","actinomorphic",2,3,3,1,0.7,30,"herb","Short lived",0.125,"yes",4.1462175,520,0.0111885026798698
"Veronica beccabunga","Lamiales","Plantaginaceae","Veronica","Veronica beccabunga","Hermaphrodite","self_compatible","high",88,"Open","actinomorphic",60,2,2,6,3,61,"herb","Perennial",0.45,"yes",1.7203275,1290,0.0111297369349857
"Veronica chamaedrys","Lamiales","Plantaginaceae","Veronica","Veronica chamaedrys","Hermaphrodite","self_incompatible","none",0,"Open","zygomorphic",4,11,11,1,4,16,"herb","Perennial",0.195,"yes",2.26786335,7123,0.011189988624956
"Veronica peregrina","Lamiales","Plantaginaceae","Veronica","Veronica peregrina","Hermaphrodite","self_compatible","high",88,"Open","actinomorphic",2,6,2.1,1.8,0.25,30,"herb","Short lived",0.175,"yes",2.73799414285714,201,0.0110657063166158
"Veronica_polita","Lamiales","Plantaginaceae","Veronica","Veronica polita","Hermaphrodite","self_compatible","low",22.88065,"Open","zygomorphic",15,5.5,5.5,2,1.3,11.75,"herb","Short lived",0.15,"yes",1.75138,2902,0.0112906529408074
"Veronica serpyllifolia","Lamiales","Plantaginaceae","Veronica","Veronica serpyllifolia","Hermaphrodite","self_compatible","high",88,"Open","actinomorphic",40,8,8,2.8,2.25,59,"herb","Perennial",0.125,"yes",2.3495075,3303,0.0110425512276286
"Vicia cracca","Fabales","Fabaceae","Vicia","Vicia cracca","Hermaphrodite","partially_self_compatible","low",13,"Papilionaceous","zygomorphic",250,19.5,6.5,11,11,5.5,"vine","Perennial",1,"yes",1.58,7467,0.00314531062985053
"Vicea lutea","Fabales","Fabaceae","Vicia","Vicia lutea","Hermaphrodite","self_compatible","high",88,"Tube","zygomorphic",10,11.25,11.25,22.5,2,4.5,"herb","Short lived",0.75,"yes",0.9,19514,0.00317896951044425
"Vicia sativa","Fabales","Fabaceae","Vicia","Vicia sativa","Hermaphrodite","self_compatible","high",88,"Papilionaceous","zygomorphic",50,8.5,8.5,20,1.1,5.6,"herb","Short lived",0.27,"yes",0.7,6119,0.00319797476554438
"Viola cunninghamii","Malpighiales","Violaceae","Viola","Viola cunninghamii","Hermaphrodite","partially_self_compatible","low",10,"Open","zygomorphic",5,12,12,8,1.75,25,"herb","Perennial",0.025,"yes",2.98276,10333,0.00176620850142384
"Vismia lauriformis","Malpighiales","Hypericaceae","Vismia","Vismia lauriformis","Hermaphrodite","partially_self_compatible","low",9.371225,"Open","actinomorphic",12056.29,100,2,3,0.5,50,"tree","Perennial",14.5,"no",0,498016.275,0.00196954370840697
"Vitex rotundifolia","Lamiales","Lamiaceae","Vitex","Vitex trifolia","Hermaphrodite","self_incompatible","none",0,"Tube","zygomorphic",3076.84227272727,40,10,11.5,6.5,4,"shrub","Perennial",5,"yes",0.5,1508,0.0133002072620498
"Wahlenbergia albomarginata","Asterales","Campanulaceae","Wahlenbergia","Wahlenbergia albomarginata","Hermaphrodite","self_incompatible","none",0,"Campanulate","actinomorphic",1,17.5,17.5,11,7,379,"herb","Perennial",0.05,"yes",9.08818125,27467,0.0247650964730004
"Waltheria indica","Malvales","Malvaceae","Waltheria","Waltheria indica","Hermaphrodite","self_incompatible","none",0,"Tube","actinomorphic",75,20,4,4.3,1.75,2,"shrub","Perennial",1.75,"yes",0.76088045,3062.5,0.00130822149267753
"Waltheria ovata","Malvales","Malvaceae","Waltheria","Waltheria ovata","Hermaphrodite","partially_self_compatible","medium",25,"Campanulate","actinomorphic",100,25,5,5,2.8,2,"shrub","Perennial",1.55,"yes",0.1,3062.5,0.00131097505568622
"Warneckea trinervis","Myrtales","Melastomataceae","Warneckea","Warneckea trinervis","Hermaphrodite","partially_self_compatible","low",7.7271,"Open","actinomorphic",1639.39875,6,6,2,4.5,25.9981833333333,"shrub","Perennial",2,"no",0,324114.296754762,0.000931379715017329
"Xylopia lamarckii","Magnoliales","Annonaceae","Xylopia","Xylopia lamarckii","Hermaphrodite","self_compatible","low",8.99785,"Tube","actinomorphic",70,90,20,40,10,5,"herb","Perennial",1.32307152777778,"no",0,4143042.84775,2.76673427926341e-05
"Xyris laxifolia","Poales","Xyridaceae","Xyris","Xyris laxifolia","Hermaphrodite","self_compatible","medium",40.63,"Open","actinomorphic",30,30,13,5.5,2.5,69.9824333333333,"herb","Perennial",1,"no",0,11750,0.000187668851599608
"Xyris savanensis","Poales","Xyridaceae","Xyris","Xyris savanensis","Hermaphrodite","partially_self_compatible","low",16.67,"Open","actinomorphic",30,5,5,2.5,2.5,287.83285,"herb","Perennial",0.3,"no",0,11750,0.00018708932653412
"Xyris setigera","Poales","Xyridaceae","Xyris","Xyris setigera","Hermaphrodite","self_compatible","medium",50.5,"Open","zygomorphic",1,12,12,5,2.5,772.660725,"herb","Perennial",9.1,"no",0,11750,0.00018766876065097
"Zea mays","Poales","Poaceae","Zea","Zea mays","Monoecious","monoecious","none",0,"Open","actinomorphic",2288.23583333333,90,6,12.5,45,1,"herb","Short lived",2.5,"no",0,14636,0.000194799001681765
"Zizia aurea","Apiales","Apiaceae","Zizia","Zizia aurea","Hermaphrodite","self_compatible","low",20,"Tube","actinomorphic",200,90,3,6,0.5,2,"herb","Perennial",0.55,"yes",1.01247408333333,9914,0.0204202983946555
