Order_all,Family_all,Genus_all,Species_all,subspecies,species_geonet,sex_or_flower_type,breeding_system,autonomous_selfing_level (none/low/medium/high),compatibility,compatibility_genus,info_level,asexual_reproduction,asexual_reproduction_type,agamospermy/apomixis (yes/no/some_populations),flower_colour ,flower_morphology,flower_pollinator_morphology,flower_symmetry,corolla_diameter_mean_mm,corolla_diameter_min_mm,corolla_diameter_max_mm,corolla_length_mean_mm,corolla_length_min_mm,corolla_length_max_mm,tube_length_mm,life_form,lifespan,plant_height_min_m,plant_height_max_m,plant_height_mean_m,references,reference_journal,doi,doi,doi,doi,doi,type_of_proxy_seed _or_fruit,open_pollination_percentage,open_pollination_n,hand_poll_outcrossing_percentage,hand_poll_outcrossing_percentage_n,hand_poll_self_percentage,hand_poll_self_n,spontaneus_selfing_percentage,spontaneus_selfing_n,geitonogamy_percentage,geitonogamy_n,apomixis_percentage,apomixis_n,intramorph_percentage,intramorph_n,stamen_length_mm,stamen_length_min_mm,stamen_length_max_mm,style_length_mm,style_length_min_mm,style_length_max_mm,ovary_length_mm,ovary_min_mm,ovary_max_mm,stigma_length_mm,stigma_min_mm,stigma_max_mm,pistil_length_mm,pistil_min_mm,pistil_max_mm,inflorescence_form,inflorescence_arrangement,inflorescence_length_mm,inflorescence_width_mm,inflorescence_comment,pollen_anther_mean,pollen_anther_sd,pollen_anther_n,pollen_flower_mean,pollen_flower_sd,pollen_flower_n,pollen_ovule_ratio,ovules_mean,ovules_sd,ovules_n,stamen_mean,anthers_exerted_yes_or_no,anthers_exerted_mm,pistil_mean,stigma_mean,stigma_exerted_yes_or_no,stigma_exerted_mm,flowers_inflorescences_min,flowers_inflorescences_max,flowers_inflorescences_mean,inflorescences_plant_min,inflorescences_plant_max,inflorescences_plant_mean,flower_plant_min,flower_plant_max,flower_plant_mean,flower_lifespan_days,flowering_time_days,nectar_yes_or_no,nectar_ul_day_mean,nectar_ul_day_sd,nectar_ul_day_n,total_nectar_ul_mean,total_nectar_ul_sd,total_nectar_ul_n,sugar_nectar_mg_mean,sugar_nectar_mg_sd,sugar_nectar_mg_n,sugar_concentration_mean,sugar_concentration_sd,sugar_concentration_n,fruit_type,fruit_colour,fruit_length_mm,fruit_width_mm,pollen_polar_length_um_mean,pollen_polar_length_um_min,pollen_polar_length_um_max,pollen_equatorial_length_mean_um ,pollen_equatorial_length_min_um,pollen_equatorial_length_max_um,pollen_polar_equatorial,mean_pollen_tube_growth_um_min,chromosome number,ploidy,location,country,references,reference_journal,doi,doi,doi,doi,doi,
Fabales,Fabaceae,Cytisus,Cytisus scoparius,NA,Cytisus scoparius,bisexual,hermaphrodite,NA,NA,NA,flower,no,NA,NA,yellow,papilionaceous,papilionaceous,zygomorphic,16,13,21.5,20,15,25,5.5,shrub,perennial,1,4,2.5,lucid central.org,,https://keyserver.lucidcentral.org/weeds/data/media/Html/cytisus_scoparius.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ericales,Ericaceae,Vaccinium,Vaccinium vitis-idaea,NA,Vaccinium vitis-idaea,bisexual,hermaphrodite,low,partially self-compatible,NA,flower,yes,rhizomes,no,white to red,campanulate,campanulate,actinomorphic,4.8,4.3,5.2,6.5,5,8,6.5,shrub,perennial,0.1,0.3,0.2,Jacquemart and Thompson 1996; luontoportti,Canadian Journal of Botany,https://doi.org/10.1139/b96-025ÿ,http://www.luontoportti.com/suomi/en/kukkakasvit/cowberry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,NA,NA,NA,Sorbus sp1 M PL 048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fabales,Fabaceae,Genista,Genista pilosa,NA,Genista pilosa,bisexual,hermaphrodite,NA,self_incompatible,NA,flower,no,NA,NA,yellow,papilionaceous,papilionaceous,zygomorphic,7,NA,NA,10,NA,NA,NA,shrub,perennial,0.3,0.45,0.38,"Tsaliki and Diekmann, 2011","Flora - Morphology, Distribution, Functional Ecology of Plantsÿ",https://doi.org/10.1016/j.flora.2010.05.004ÿ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,NA,NA,NA,Galeopsis sp1 M PL 048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,NA,NA,NA,Hieracium sp1 M PL 048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dipsacales,Caprifoliaceae,Knautia,Knautia arvensis,NA,Knautia arvensis,bisexual,protandrous,low,self_compatible,NA,capitulum,NA,NA,NA,blue-lilac,disc,disc,actinomorphic,NA,NA,40,NA,NA,15,NA,herb,perennial,0.3,1,0.65,"Vange, 2002; Rottstock et al 2017",Biological Conservation; Journal of Ecology,ÿhttps://doi.org/10.1016/s0006-3207(02)00090-3ÿ,https://doi.org/10.1111/1365-2745.12689ÿ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dipsacales,Caprifoliaceae,Knautia,Knautia arvensis,NA,Knautia arvensis,bisexual,protandrous,low,self_compatible,NA,floret,NA,NA,NA,blue-lilac,tube,tube,actinomorphic,NA,NA,1,NA,NA,NA,NA,herb,perennial,0.3,1,0.65,"Vange, 2002; Rottstock et al 2017",Biological Conservation; Journal of Ecology,ÿhttps://doi.org/10.1016/s0006-3207(02)00090-3ÿ,https://doi.org/10.1111/1365-2745.12689ÿ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ericales,Ericaceae,Empetrum,Empetrum nigrum,NA,Empetrum nigrum,separated,dioecious,NA,NA,NA,flower,yes,rhizomes,NA,magenta,bowl,bowl,actinomorphic,NA,NA,NA,3,NA,NA,NA,shrub,perennial,0.1,0.3,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosales,Rosaceae,Prunus,Prunus padus,NA,Prunus padus,bisexual,hermaphrodite,NA,NA,self_incompatible,flower,NA,NA,NA,white,bowl,bowl,actinomorphic,11.5,8,15,5,3.5,6.5,NA,tree,perennial,2,25,13.5,Guerro and Rodrigo 2015,Scientia Horticulturae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Scorzonera,Scorzoneraÿhumilis,NA,Scorzonea humilis,bisexual,hermaphrodite,NA,self_incompatible,NA,capitulum,no,NA,NA,yellow,disc,disc,actinomorphic,27.5,20,35,6,4.5,7.7,NA,herb,perennial,0.1,0.5,0.3,"Colling and Matthies, 2004; Colling et al 2002",American Journal of Botany; Journal of Applied Ecology,https://doi.org/10.3732/ajb.91.11.1774ÿ,ÿhttps://doi.org/10.1046/j.1365-2664.2002.00714.xÿ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Scorzonera,Scorzoneraÿhumilis,NA,Scorzonea humilis,NA,NA,NA,self_incompatible,NA,ray_floret,no,NA,NA,yellow,exposed,exposed,zygomorphic,2.2,1.6,2.8,10.5,7.5,13,NA,herb,perennial,0.1,0.5,0.3,"Colling and Matthies, 2004; Colling et al 2003",American Journal of Botany; Journal of Applied Ecology,https://doi.org/10.3732/ajb.91.11.1774ÿ,ÿhttps://doi.org/10.1046/j.1365-2664.2002.00714.xÿ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Scorzonera,Scorzoneraÿhumilis,NA,Scorzonea humilis,NA,NA,NA,self_incompatible,NA,disc_floret,no,NA,NA,NA,tube,tube,actinomorphic,NA,NA,NA,NA,NA,NA,NA,herb,perennial,0.1,0.5,0.3,"Colling and Matthies, 2004; Colling et al 2003",American Journal of Botany; Journal of Applied Ecology,https://doi.org/10.3732/ajb.91.11.1774ÿ,ÿhttps://doi.org/10.1046/j.1365-2664.2002.00714.xÿ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Leucanthemum,Leucanthemum vulgare,NA,Leucanthemum vulgare,bisexual,hermaphrodite,NA,self_incompatible,NA,capitulum,yes,rhizomes and rhizome fragments,NA,white and yellow,disc,disc,actinomorphic,47.5,25,70,16,8,23,NA,herb,perennial,0.3,0.9,0.6,Andersson 2008; CABI Invasive species compendium,American Journal of Botany; CABI Invasive species compendium,ÿhttps://doi.org/10.3732/ajb.0800087ÿ,https://www.cabi.org/isc/datasheet/13357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Leucanthemum,Leucanthemum vulgare,NA,Leucanthemum vulgare,pistillate,NA,NA,self_incompatible,NA,ray_floret,yes,rhizomes and rhizome fragments,NA,white,exposed,exposed,zygomorphic,0.65,0.3,0.1,22.5,10,35,NA,herb,perennial,0.3,0.9,0.6,Andersson 2008; CABI Invasive species compendium,American Journal of Botany; CABI Invasive species compendium,ÿhttps://doi.org/10.3732/ajb.0800087ÿ,https://www.cabi.org/isc/datasheet/13358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Leucanthemum,Leucanthemum vulgare,NA,Leucanthemum vulgare,bisexual,hermaphrodite,NA,self_incompatible,NA,disc_floret,yes,rhizomes and rhizome fragments,NA,yellow,tube,tube,actinomorphic,NA,NA,NA,3.8,NA,NA,4,herb,perennial,0.3,0.9,0.6,Andersson 2008; CABI Invasive species compendium,American Journal of Botany; CABI Invasive species compendium,ÿhttps://doi.org/10.3732/ajb.0800087ÿ,https://www.cabi.org/isc/datasheet/13359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fabales,Fabaceae,Vicia,Vicia sativa,NA,Vicia sativa,bisexual,hermaphrodite,NA,self_compatible,NA,flower,NA,NA,NA,blue to purple,papilionaceous,papilionaceous,zygomorphic,8.5,6,11,20,10,30,NA,herb,annual,0.15,1,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fabales,Fabaceae,Trifolium,Trifolium dubium,NA,Trifolium dubium,bisexual,hermaphrodite,high,self_compatible,NA,capitulum,NA,NA,NA,yellow,brush,brush,actinomorphic,8.5,8,9,8.5,8,9,NA,herb,annual,0.05,0.5,0.27,Dhar et al 2006,Current Science,Ovule abortion in relation to breeding system in four Trifolium species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fabales,Fabaceae,Trifolium,Trifolium dubium,NA,Trifolium dubium,bisexual,hermaphrodite,high,self_compatible,NA,floret,NA,NA,NA,yellow,papilionaceous,papilionaceous,zygomorphic,3,2.5,3.5,3,2.5,3.5,NA,herb,annual,0.05,0.5,0.27,Dhar et al 2007,Current Science,Ovule abortion in relation to breeding system in four Trifolium species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lamiales,Plantaginaceae,Plantago,Plantago lanceolata,NA,Plantago lanceolata,bisexual,Gynodioecious,NA,self_incompatible,self_compatible,floret,NA,NA,NA,white to brown,tube,tube,actinomorphic,2.25,2,2.5,2.75,1.5,4,2.5,herb,perennial,0.15,0.45,0.3,"Sharma et al, 1992; CABI invasive species compendium",Annals of Botany; CABI invasive species compendium,ÿhttps://doi.org/10.1093/oxfordjournals.aob.a088309ÿ,https://www.cabi.org/isc/datasheet/41813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fabales,Fabaceae,Lotus,Lotus corniculatus,NA,Lotus corniculatus,bisexual,hermaphrodite,variable,partially self-compatible,NA,flower,yes,budding from roots,NA,yellow,papilionaceous,papilionaceous,zygomorphic,11.5,8,15,14,10,18,NA,herb,perennial,0.15,0.95,0.55,"de los Santos, Steiner and Beuselinck, 2001; Turkington and Franko, 1980",Crop Science; Canadian Journal of Plant Science,Adaptive Ecology of Lotus corniculatus L. Genotypes: II. Crossing Ability ,ÿhttps://doi.org/10.4141/cjps80-140ÿ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Centaurea,Centaurea nigra,NA,Centaurea nigra,bisexual,hermaphrodite,NA,self_incompatible,NA,capitulum,yes,minor - vegetative spread,NA,blue to purple,disc,disc,actinomorphic,25,20,30,5.7,4.5,6.9,NA,herb,perennial,0.3,0.6,0.45,eFloras; Grime et al 2014,Comparative Plant Ecology: A Functional Approach to Common British Species,eFloras,https://books.google.com.au/books?id=cXDuCAAAQBAJ&pg=PA178&lpg=PA178&dq=centaurea+nigra+self+compatible&source=bl&ots=-bKWTTpHSV&sig=ACfU3U17-9CCknBJalfzhMOybl4pv75iSw&hl=en&sa=X&ved=2ahUKEwj49MWF5tjjAhUFQH0KHSY6Dz84ChDoATAMegQICRAB#v=onepage&q=centaurea%20nigra%20self%20compatible&f=false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Centaurea,Centaurea nigra,NA,Centaurea nigra,bisexual,hermaphrodite,NA,self_incompatible,NA,disc_floret,yes,minor - vegetative spread,NA,purple,tube,tube,actinomorphic,13,11.5,14.5,16.5,15,18,6.5,herb,perennial,0.3,0.6,0.45,eFloras; Grime et al 2014,Comparative Plant Ecology: A Functional Approach to Common British Species,eFloras,https://books.google.com.au/books?id=cXDuCAAAQBAJ&pg=PA178&lpg=PA178&dq=centaurea+nigra+self+compatible&source=bl&ots=-bKWTTpHSV&sig=ACfU3U17-9CCknBJalfzhMOybl4pv75iSw&hl=en&sa=X&ved=2ahUKEwj49MWF5tjjAhUFQH0KHSY6Dz84ChDoATAMegQICRAB#v=onepage&q=centaurea%20nigra%20self%20compatible&f=false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Cirsium,Cirsium arvense,NA,Cirsium arvense,bisexual,hermaphrodite,low,self_compatible,NA,capitulum,yes,rhizomes,NA,rose-purple to pink,disc,disc,actinomorphic,2,1.5,2.5,5,3,7,NA,herb,perennial,0.3,2,1.15,Hayden 1934; CABI Invasive Species Compendium; Kay 1985,American Journal of Botany; CABI Invasive Species Compendium; New Phytologist,ÿhttps://doi.org/10.2307/2436375ÿ,https://www.cabi.org/isc/datasheet/13628#9627B38D-26C4-4696-A96E-C79F778F69AF,https://doi.org/10.1111/j.1469-8137.1985.tb02794.xÿ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Cirsium,Cirsium arvense,NA,Cirsium arvense,separated,dioecious,NA,dioecious,NA,female_capitulum,yes,rhizomes,NA,rose-purple to pink,disc,disc,actinomorphic,2,1.5,2.5,5,3,7,NA,herb,perennial,0.3,2,1.15,Hayden 1934; CABI Invasive Species Compendium; Kay 1986,American Journal of Botany; CABI Invasive Species Compendium; New Phytologist,ÿhttps://doi.org/10.2307/2436375ÿ,https://www.cabi.org/isc/datasheet/13628#9627B38D-26C4-4696-A96E-C79F778F69AF,https://doi.org/10.1111/j.1469-8137.1985.tb02794.xÿ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Cirsium,Cirsium arvense,NA,Cirsium arvense,separated,dioecious,NA,dioecious,NA,disc_floret_female,yes,rhizomes,NA,rose-purple to pink,tube,tube,actinomorphic,0.36,0.34,0.38,2.81,2.7,2.9,NA,herb,perennial,0.3,2,1.15,Hayden 1934; CABI Invasive Species Compendium; Kay 1987,American Journal of Botany; CABI Invasive Species Compendium; New Phytologist,ÿhttps://doi.org/10.2307/2436375ÿ,https://www.cabi.org/isc/datasheet/13628#9627B38D-26C4-4696-A96E-C79F778F69AF,https://doi.org/10.1111/j.1469-8137.1985.tb02794.xÿ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Cirsium,Cirsium arvense,NA,Cirsium arvense,separated,dioecious,NA,dioecious,NA,male_capitulum,yes,rhizomes,NA,rose-purple to pink,disc,disc,actinomorphic,2,1.5,2.5,5,3,7,,herb,perennial,0.3,2,1.15,Hayden 1934; CABI Invasive Species Compendium; Kay 1988,American Journal of Botany; CABI Invasive Species Compendium; New Phytologist,ÿhttps://doi.org/10.2307/2436375ÿ,https://www.cabi.org/isc/datasheet/13628#9627B38D-26C4-4696-A96E-C79F778F69AF,https://doi.org/10.1111/j.1469-8137.1985.tb02794.xÿ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Cirsium,Cirsium arvense,NA,Cirsium arvense,separated,dioecious,NA,dioecious,NA,disc_floret_male,yes,rhizomes,NA,rose-purple to pink,tube,tube,actinomorphic,0.57,0.55,0.59,4.9,4.8,5,NA,herb,perennial,0.3,2,1.15,Hayden 1934; CABI Invasive Species Compendium; Kay 1989,American Journal of Botany; CABI Invasive Species Compendium; New Phytologist,ÿhttps://doi.org/10.2307/2436375ÿ,https://www.cabi.org/isc/datasheet/13628#9627B38D-26C4-4696-A96E-C79F778F69AF,https://doi.org/10.1111/j.1469-8137.1985.tb02794.xÿ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malpighiales,Salicaceae,Salix,Salix aurita,NA,Salix aurita,separated,dioecious,NA,dioecious,NA,catkin,NA,cuttings/layering?,NA,greenish_white,brush,brush,zygomorphic,NA,NA,NA,NA,NA,NA,NA,shrub,perennial,0.5,2.5,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malpighiales,Salicaceae,Salix,Salix aurita,NA,Salix aurita,separated,dioecious,NA,dioecious,NA,catkin,NA,cuttings/layering?,NA,greenish_white,brush,brush,zygomorphic,NA,NA,NA,NA,NA,NA,NA,shrub,perennial,0.5,2.5,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brassicales,Brassicaceae,Lobularia,Lobularia maritima,NA,Alyssum maritimum,bisexual,hermaphrodite,low,self_compatible,NA,flower,,,,white,bowl,bowl,actinomorphic,4,3,5,NA,NA,NA,NA,herb,perennial,0.1,0.4,0.25,Gomez 2000; Gomez 2000,Journal of Evolutionary Biology; Oecologia,https://doi.org/10.1046/j.1420-9101.2000.00196.xÿ,ÿhttps://doi.org/10.1007/pl00008840ÿ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Sonchus,Sonchusÿtenerrimus,,Sonchus tenerrinus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malvales,Thymelaeaceae,Thymelaea,Thymelaeaÿhirsuta,,Thymelaea hirusta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asparagales,Iridaceae,Eleutherine,Eleutherineÿbulbosa,,Aetheorrina bulbosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fabales,Fabaceae,Lathyrus,Lathyrusÿclymenum,,Lathirus clymenum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malpighiales,Euphorbiaceae,Euphorbia,Euphorbiaÿsegetalis,,Euphorbea segatalis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Urospermum,Urospermumÿpicroides,,Urospermum picrioides,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malvales,Cistaceae,Cistus,Cistus albidus,,Cistus albidus,,,none,partially_self_incompatible,NA,flower,,,,purple_to_pink,disk,disk,actinomorphic,,,,,,,,shrub,perennial,,,,blasco & mateu 2013; onate & munne-bosch 2010,journal: acta botanica gallica; journal: plant biology,10.1080/12538078.1995.10515713,https://doi.org/10.1111/j.1438-8677.2009.00246.x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,NA,NA,,Linum sp,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fabales,Fabaceae,Vicia,Vicia lutea,,Vicea lutea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fabales,Fabaceae,Dorycnium,Dorycniumÿpentaphyllum,,Dorichnium pentaphylum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,NA,NA,,Unidentified sp17 M PL 040,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,NA,NA,NA,,Unidentified sp14 M PL 040,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
